source_sentence ,target_sentence
"Y andando Jesús por toda Galilea, enseñando en las sinagogas de ellos, anunciando las buenas nuevas del reino, y sanando a los enfermos de cualquier enfermedad en el pueblo.","Hane Jesús ne, catsujyihiya me yëjë ni ladu tsëhë distritu Galilea. Xi cavisehen me yungun ne, cavicuya me xuta, cachja me cojo xuta cjuandajyihi tsëhë gubiernu xi sahmi Nina. Hacuaha catsirqui me xuta hmu rë; camandaja xuta tsëhë yëjë ni chíhin cojo tsëhë yëjë ni cjuahmu rë me."
"Y noticias de él salieron por toda Siria; y le llevaron a todos los que estaban enfermos con diferentes enfermedades y dolores, los que tenían espíritus malignos y los que estaban fuera de sí, y los paralíticos. Y los sanó.","Hane cavitsojo cjua tsëhë cjuarcun xi casahmi Jesús. Cavitsojo cjua jan hisca yëjë nangui xi hmí rë Siria. Hane xuta ne, cafehetjengui me Jesús yaha me xuta hmu rë tsëhë yëjë xcusun chíhin hane catsirqui me. Hacuaha catsirqui me xuta xi hincha xitsehen cahntsua xahasen rë me cojo xuta xi má rë me chajan cojo xuta xi cahme yojo rë."
"Y le siguieron un gran número de gente desde Galilea, Decápolis, Jerusalén y Judea, y desde el otro lado del Jordán.","Hane quijitjengui xutacjín jan Jesús ne, xuta tsëhë cahndë́ xi cuicun vi: tsëhë të nandya xi tsëhë Decápolis, cojo nandya Jerusalén, cojo yahnga sa xuta tsëhë distritu Judea, cojo xuta tsëhë nangui ngunda tsëhë ndajyë Jordán."
Mateo.,San Mateo.
"Y viendo grandes multitudes de personas, subió al monte; y cuando se sentó, sus discípulos se le acercaron.","Hya xi cavutsejen Jesús xi camatangun xutacjín jan ne, quijiniji me ngu ndetjun, hane xi cavéjña Jesús ne, casahmitiña xuta tsëhë Jesús."
"Y con estas palabras les dio enseñanza, diciendo:",Sehe cavetsihin cavicuya me xuta jan cuitjin:
Bienaventurados los pobres en espíritu  porque el reino de los cielos es de ellos.,―‍Jemu ndaja tsëhë me xi machaya rë me xi tsichaja sa rë cjuatacun rë me xcun Nina matsejen ta satë rë me gubiernu xi sahmi Nina.
Bienaventurados los que están tristes  porque ellos serán consolados.,’Jemu ndaja tsëhë me xi jihndava me tsëhë cjuachoho matsejen ta Nina sua rë me cjuetacun.
Bienaventurados los amables: porque la tierra será su herencia.,"’Jemu ndaja tsëhë xuta jeya, xuta xi hacuiin xta me matsejen ta, cjuahatsja me nangui xi sua Nina."
"Bienaventurados aquellos que tienen hambre y sed de justicia, porque ellos serán saciados.","’Jemu ndaja tsëhë me xi sacuaha sahmi yahnga xuta xi vojo rë xi fi tjengui rë comida, cuanitjin tjengui me xcusun xi cuma tyjahi cjuatacun rë me xcun Nina matsejen ta, cuechu nixtin xi cuiyujuchihin cjuatacun rë me."
Bienaventurados los que tienen misericordia  porque ellos recibirán misericordia.,"’Jemu ndaja tsëhë me xi tjin rë cjuayumatacun cojo xuta, ta hacuaha cjuahatsja me cjuayumatacun tsëhë Nina."
"Bienaventurados los limpios de corazón, porque ellos verán a Dios.","’Jemu ndaja tsëhë me xi tjin ngu cjuatacun tyjahi cahntsua xahasen rë me matsejen ta, scuëë me Nina."
"Bienaventurados son los pacificadores, porque serán llamados hijos de Dios.","’Jemu ndaja tsëhë me xi tsinguejyu rë xuta xi chohovëë xicjin me matsejen ta, me vëhë jan ne, cuichja Nina xi quihndi rë me."
"Bienaventurados los que son perseguidos por causa de la justicia, porque el reino de los cielos será suyo.","’Jemu ndaja tsëhë me hya xi tsujyihiya tjengui xuta me cojo cjuahngatacun ngatsë rë xi tjin rë me ngu cjuatacun cojo Nina matsejen, ta satë rë me gubiernu xi sahmi Nina."
"Bienaventurado son cuando los hombres los insulten, y son crueles con ustedes, y dicen maldades contra ustedes falsamente, por mi culpa.",’Jemu ndaja tsujun ngayun ne sá xi ngatsë naha choho cuichja xuta tsujun o sá xi tsujyihiya tjengui nuju xuta cojo cjuahngatacun o sá xi cojo cjuandesu tsicanijijyë me ngayun.
Alégrense y gócense  porque su recompensa es grande en el cielo  porque así fueron atacados los profetas que fueron antes de ti.,"Nixtin hya ne, jemu catama sua rë xahasen nuju ngatsë rë cjuañihi vë ta jemu jyë ngu cjuandaja xi tacunya nuju ngajan ngahnga. Cuanitjin ni choho casahmi xutachanga naja cojo profeta rë Nina xi caviyuju hatsëë nixtin."
"Ustedes son la sal de la tierra; pero si la sal perdiera su sabor, ¿con qué será salada? entonces es buena para nada más que para ser expulsada y aplastada por los hombres.","’Ngayun, tjin hacutjin machji rëhë ngayun ngajñi rë xuta sacuaha sahmi naxa xi sahmi xtya rë ngu xichine. Ta sá xi naxa cjuë xtya rë ne, tsajin sa ngu xcusun xi cuma sahmi xtya rë. Hane sá xi cjuë xtya rë ne, tsajin me machji rëhë ta, scandi ni xuta, ngajan ni sune me."
Ustedes son la luz del mundo. Una ciudad puesta sobre una colina no se puede esconder.,"’Cuanitjin ne, tjin hacutjin machji rëhë ngayun ngajñi rë xuta sacuaha machji rëhë ngu ndihi xi sua hasen rë. Ta sá xi ndetjun tacun nandya matsejen ne, hatuxa tsejen; tsajin me xi cuatsa rë."
"Y una luz ardiente no se pone debajo de una vasija, sino sobre su mesa; para que sus rayos puedan estar brillando sobre todos los que están en la casa.","Cuanitjin ne, hacuaha tsajin ngu xuta xi ha xcun xi ha cavetaha rë me ngu ndihi ne, sehe cjuaha me cueyahma me ngahma rë ngu caxa. Hatuxa cjuaha me cuejñatsejen me cahndë́ rë cojo sa xi xuta xi siu me hiscan xi seti ndihi jan ne, cuechu hasen rë."
"Así también que su luz brille delante de los hombres, para que puedan ver sus buenas obras y glorificar a su Padre que está en los cielos.","Hacuanitjin chuva vëhë, meje rë xi nihñu cjuandaja xi scuëë xuta xcusun xi nihñu hane ngatsë rë xcusun jan ne, sahmi jyë me sahmi hnga me Nahmi nuju xi tacun me ngahnga."
"No se piense que he venido para poner fin a la ley o a los profetas. No he venido para su destrucción, sino para cumplirla.","’Xi caningatuuntacuun matsejen xi nduvá tsinguétsun ngahñu rë ley xi catsihindu xutachanga naja Moisés o cjua xi cachja profeta. Cahndë́ rë xi tsinguétsun ne, sahmechihin cjua jan."
"En verdad les digo, hasta que el cielo y la tierra lleguen a su fin, ni la letra más pequeña o jota será tomada de ninguna manera de la ley, hasta que todas las cosas estén cumplidas.","Hatuxa cuichjá cojo nuju cjuaquixi ta hya xi tacun cuaha ngahnga ne tacun cuaha ngasunhndë ne, cumaji chjahanxin rë cjua rë ley jan cojo yëjë ni letra rë ta, cuejña cuaha hiscan cumachihin cjua rë."
"Cualquiera que quebrante uno de estos mandamientos más pequeños de estas leyes, y enseñe a los hombres a hacer lo mismo, será considerado él más pequeño en el reino de los cielos; pero el que guarda las leyes, y enseñe a otros a guardarlas, será nombrado grande en el reino de los cielos.","Vëhë xi tu yo ni xi sahmicuendaain tsëhë hisca ngu rquí cjua rë, hane sá cuinchangui me yahnga xuta xi cuanitjin sahmi me, chuva cuengui chji rë me hya xi sahmi Nina gubiernu. Peru tu yo ni me xi cjuahacuenda me hacuaha tsingacun me xuta xi cjuahacuenda me ley jan, me vëhë cuma titjun me hya xi sahmi Nina gubiernu."
"Porque les digo que si su justicia no es mayor que la justicia de los escribas y fariseos, nunca entrarán en el reino de los cielos.","Nguehe cuichjá cojo nuju ngayun ta meje rë xi hitsë sa tyjahi cjuatacun nuju xi cumá rë cjuatacun rë xuta xi vicuya me ley o sá xi xuta partidu fariseo, ta sá tsajin ne, satiin nuju gubiernu xi sahmi Nina."
"Saben que en tiempos antiguos se dijo, no matarás; y, el que mata será culpable de juicio :","’Ha hyun cjua xi cafaha xuta hatsëë nixtin xi chja xi canicuun xingun hacuaha chja xi yo xi tsiquehen xicjin matsejen ne, cjue me xcun juez xi tsichuva me jyë́ rë me."
"Pero yo les digo que cualquiera que esté enojado con su hermano será culpable de juicio; y el que le dice a su hermano, Raca, será culpable ante el Sanedrín; y el que dice: Tú insensato, estará en peligro del infierno de fuego.","Peru cuichjá cojo nuju xi hisca yo xi macjan rë cojo xicjin ne, satë rë xi tsichuva me. Hane yo xi chjataha xicjin ne, cjue xcun juez xi matitjun. Cuanitjin yo me xi cuichja tsëhë xuta: “Ngarca ngayun”, cuechji me tsëhë jyë́ rë me ngajan xcun ndihi xi tsajin nixtin coho."
"Si entonces estás haciendo una ofrenda en el altar y allí te viene a la mente que tu hermano tiene algo en tu contra,","’Ngatsë rë vihi, sá xi hora xi vejñu chjë nuju ngasunscun ne, sá xi tu ñahñu ni vitsjen nuju xi choho canihñu cojo xingun"
"Mientras que tu ofrenda está todavía delante del altar, primero ve y haz las paces con tu hermano, luego ven y haz tu ofrecimiento.","ngajan catejñavasen chjë nuju, titjun cuangun tjengun xingun, hane chjayun rë me cjuaninchataha hane xi camandaja yun cojo me, sehe cuyun cuejñu chjë nuju jan."
"Si alguien te demanda y te quiere llevar a juicio, Lleguen a un acuerdo rápidamente con él que tiene una causa contra ustedes, mientras ustedes está con él en el camino, para que no los entreguen ante el juez y el juez no los lleve a la policía y sean echados en prisión.","’Sá ndiya tivangun cojo xuta xi meje cuinchajyë nuju xcun xutaxa rë ne, meje rë xi cuisiajmuchuhun cojo me, cojo sa xi ngajñi nuju cuma chihin ta sá tsajin ne, cjuecojo nuju me xcun juez. Hane juez matsejen ne, squindaya me mayu sehe sahmi nuju me entregadu, hane cjue cueya nuju me ndavaya."
"En verdad les digo, no saldrán de allí hasta que hayas pagado el último cuadrante.",Ta cuichjá cojo nuju cjuaquixi ta hatuxa tsajin nixtin xi cuetjun tsëhë ngajan jinguyëjë rë xi cjëë cuechjun yëjë ni tujún xi quitjun.
Han sabido que se dijo: No cometerás adulterio.,’Ha hyun cjua xi cafaha xuta hatsëë nixtin xi chja cuitjin: “Xicanihñuu cjuatsehen cojo rë ngu chjuun o cojo rë ngu xihin xi hacuiin tsujun.”
Pero yo les digo que todos los que tienen los ojos puestos en una mujer para desearla ya adulteró con ella en su corazón.,"Peru cuichjá cojo nuju xi hisca xi ngu xihin xi vutsejen me ngu chjuun xi macacun me cojo na, ngajñi cjuatacun rë me ne, ha casahmi me cjuatsehen cojo ran."
"Y si tu ojo derecho te hace caer en pecado, sácalo y échalo lejos de ti; porque es mejor sufrir la pérdida de una parte, que todo tu cuerpo ir al infierno.","’Hindë sá xi cjuatacun nuju meje rë xi nihñu ngu jyë́ tsëhë xcusun xi chutsujun cojo tuxcuun ladu quixi, hitsë sa ndaja tsujun sá xi chjuhunxun tuxcuun jan chandunxun cojo sa xi hacuiin tsitsehen nuju, ta hitsë sa vengui chji rëhë xi ma chaja nuju ngu rquí yojo nuju hane hacuiin xi cuangun jingu hiscan xi má hasen rë nima castigu."
"Y si tu diestra te hace caer en pecado, córtala y échala de ti; porque es mejor sufrir la pérdida de una parte, que todo tu cuerpo ir al infierno.","Cuanitjin ne, sá xi cjuatacun nuju meje rë xi nihñu ngu jyë́ cojo ntsun quixi ne, hitsë sa venguichji rëhë xi chandunxun ntsun jan ta hitsë sa ndaja tsujun xi machaja ngu rquí yojo nuju tsëhë xi cuangun jingu hiscan xi má hasen rë nima castigu."
"Una vez más, se dijo: Quienquiera que rechace a su esposa tiene que darle una declaración de divorcio por escrito:",’Hacuaha cafaha xuta hatsëë nixtin cjua xi chja cuitjin: “Ngu cha xi tsismi chjuun rë ne catejña cha ngu xujun tsja chjuun jan xi ha quihndë mijí rë cha na.”
"Pero yo les digo a usted que todos los que repudian a su esposa por cualquier otra causa, por inmoralidad sexual, la hace que ella adultere y el que se casa con la divorciada comete adulterio.","Peru nguehe cuichjá cojo nuju ta yo xi tsismi chjuun rë handasa ndastu mé cjuatsehen casahmi chjuun jan cojo ngu xihin xi hacjahi, hacuaha tjin rë me jyë́ ta sehe ngatsë rë xi catsismi me na ne sahmi chjuun jan cjuatsehen. Hacuaha yo xi cuixan cojo chjuun jan ne, tangun jyë́ rë cojo ngu xi sahmi cjuatsehen cojo ngu chjuun xi hacuiin chjuun rë."
"También han oído que se dijo en tiempos pasados: No pronuncien falsos juramentos, sino que cumplan sus juramentos al Señor.","’Hacuaha hyun cjua xi cafaha xuta hatsëë nixtin xi chja cuitjin: Hya xi cuinújun: “Vëë Nina”, hatuxa sahmi ngujyë xi nihñuchuhun cjua xi canújun."
"Pero yo les digo: No juren, no por el cielo, porque es el trono de Dios;","Peru nguehe cuichjá cojo nuju ta hora xi cuisiajmu cojo xingun ne, hacuiin cuinújun xi vëë Nina, hacuiin cuinújun xi vëë sa jingu sa quihndi ngasunhndë. Cuinujuun xi vëë ngahnga ta ngahnga ne, tacun Nina xi vitexa me."
"O por la tierra, porque es el lugar de descanso para su pie; o por Jerusalén, porque es la ciudad del gran Rey.","Hacuaha cuinujuun xi vëë ngasunhndë ta ngasunhndë ne, tangun sacuaha ngu yatë hiscan xi tine ntsacu Nina. Cuinujuun xi vëë Jerusalén ta Jerusalén ne, nandya xi tsëhë Nina, Me xi Matitjun."
"No pueden hacer un juramento junto a su cabeza, porque no pueden hacer que un cabello sea blanco o negro.","Cuinujuun cuitjin: “Sá xi quixiin jain cjua naha ne, catinduva ngu cjuacjintacun xi cuatjun”, ta tsëhë xi ngayun ne, hisca hitsë cumaji cuitexun sá xi cuma jma tsjarcun o sá xi cuma tyjava."
"Pero permitan que sus palabras sean simples, sí o no: y lo que sea más que esto procede del mal.","Hya xi cuisiajmu, sá xi “joho” nújun ne, cuanitjin ni cuitejña; o sá xi “jéya” nújun, hacuaha cuanitjin ni ndatjin ta, sá xi vetjutë visiajmu cjua cjín jan ne, cjua cjín jan ne, nduva tsëhë cjuatsehen."
"Ustedes han oído que fue dicho: Ojo por ojo, y diente por diente:","’Hyun cjua xi cafaha xuta hatsëë xi chja cuitjin: Cha xi cuahaxin tuxcun xicjin ne, hacuaha chjahaxin rë tsëhë cha. Cuanitjin cha xi cuahaxin nehñu xicjin ne, hacuaha cuanitjin ni chjahaxin rë nehñu cha."
Pero yo les digo: No resistan al que es malo  antes a cualquiera que te hiera en la mejilla derecha vuélvele también la otra.,"Peru nguehe cuichjá cojo nuju ta, canicuyuun cjuatsehen. Sá xi tjin yo xi vanguihmu nuju, yo xi vajaya ngu ladu tsa nuju matsejen ne, nicuyun sa ngu ladu catajaya."
"Y si alguno va y te demanda y te quita el abrigo, deja que se lleve la túnica también.","Cuanitjin ne, sá xi tjin yo xi cjuecojo nuju xcun juez xi fahataha chingá nuju matsejen ne, hacuaha tuhun rë me cojo yëjë ni tsjian hasu nuju."
"Y quienquiera que te hace llevar carga por una milla, llevala dos.","Cuanitjin ne sá xi ngu xuta ne, sahmi nuju me ngujyë xi chanuju chaha rë me ngu kilómetro, cahndë́ rë ngu ni, tanguncujun jo kilómetro."
"Dale a quien te pida, y al que te quiera pedir prestado no se lo rehúses.","Yëjë ni xuta xi fehya nuju me mé xi machaja rë me matsejen ne, tuhun rë me. Hane sá xi scuxetaha nuju me, tuhun rë me."
 choho hyun xuta xi má condra nuju.” Ustedes sabes que fue dicho: Ten amor por tu prójimo y aborrece a tu enemigo.,’Hyun cjua xi cafaha xuta hatsëë nixtin xi chja cuitjin: “Nihmutacún xuta xi siutahndee nuju
"Pero yo les digo: ten amor por tu enemigo, y ora por aquellos que te maldicen;","Peru cuichjá cojo nuju ta, hacuaha nihmutacún xuta xi má condra nuju; ndaja nihñu cojo xuta xi choho vëë nuju me. Nújunyumuntuhun rë xuta xi tsujyihiya tjengui nuju me cojo cjuahngatacun."
"Para que sean hijos de su Padre que está en los cielos; porque él hace salir su sol y alumbra sobre malos y buenos, y él envía lluvia sobre el hombre recto y sobre el pecador.","Sá xi cuatjin nihñu ne, cumatsejen xi chjayunngun sacuaha sahmi Nahmi nuju xi tacun ngahnga ta, Nina ne, sahmi me xi ngu chihin ni vetjucaa tsuhi xi casahmi me hane vechu hasen rë hiscan siu xuta tsehen hacuaha hiscan siu xuta ndaja. Hacuaha sahmi me xi vaha tsi xcun jnu rë xuta xi tjin xi cun rë me, hane hacuaha xcun jnu rë xuta xi tsajin xi cun rë me xcun Nina."
"Porque si tienes amor por aquellos que te quieren, ¿qué crédito tienes? ¿los publicanos no hacen también lo mismo?","Tsajin yo xi sua chjí nuju tsëhë xi hmutacún xuta xi hmucacun nuju me matsejen, tsëhë xi hacuaha hisca cha faha tujúnsa (xi jemu vaxë cha tujún) matsejen ne, hmucacun cha xuta xi hmucacun rë cha."
"Y si dices: Buen día, solo a tus hermanos, ¿qué haces más que los demás? No hacen también los gentiles lo mismo ?","Hacuanitjin ne, sá xi suvun cuinújun nina cojo xuta nuju ne, ¿há hitsë sa ndaja yun xi cuma rë yahnga xuta? ¡Jéya! Hisca xuta xi macjaain rë me Nina ne, tjin rë me xcusun ndaja vë."
"Entonces sean perfectos, así como su Padre en el cielo es perfecto.","Vëhë xi mameje rë xi tangun cojo ngasunhndë nuju cojo ngu xcusun xi tyjahi chichihin ni, cumatangun xcusun nuju cojo xcusun rë Nina xi tyjahi chichihin cjuatacun rë me."
Mateo.,San Mateo.
"Tengan cuidado de no hacer sus buenas obras delante de los hombres, para ser vistos por ellos; de otra manera no tendrán recompensa de su Padre que está en el cielo.","’Hya xi nihñu ngu cjuandaja ne, nihñu nguñajatacun, hacuiin nihñu tsëhë xi scuëë nuju xuta; ta sá tsajin ne, ndastu me chji sacu tsëhë Nahmi nuju xi tacun ngahnga."
"Cuando le den dinero a los pobres no lo anuncien en público, como hacen los hipócritas en las sinagogas y en las calles, para que tengan la gloria de los hombres. Verdaderamente, les digo, ellos ya tienen su recompensa.","Cuanitjin ni sacuaha cjua vë, hya xi tuhun ngu caridad matsejen ne, xi canijanuu ngu tyjo xi tuhun cumachaya rë xuta cjuandaja jan. Hacuaha cuatjin sahmi xuta xi jo xcun jo hntsua me hya xi sua me caridad ngajan yungun o ndiya ngatsë rë xi vaxëndaja xuta me. Tichjá cojo nuju ta ha vëhë ni chji sacu rë me."
"Pero cuando den dinero, no dejen que tu mano izquierda vea lo que hace tu mano derecha:","Vëhë xi ngayun ne, hya xi tuhun caridad ne, catuun cumachaya rë ntsun ladu xcun mé xi tuhun cojo ntsun ladu quixi."
"Para que tu ofrenda sea en secreto; y tu Padre, que ve en secreto, te dará tu recompensa.","Cuatjin hya xi tuhun caridad ne, tuhunhmu matsejen ne, hane xi cuatjin nihñu ne, Nahmi nuju xi tacun ngahnga ne xi cavëë me cjuandaja xi canihñu ne, sua me chji nuju."
"Y cuando hagan sus oraciones, no sean como los hipócritas, que tienen el placer de levantarse y decir sus oraciones en las sinagogas y en las calles para que los hombres los puedan ver. De cierto les digo que ellos ya tienen su recompensa.","’Hacuaha hya xi nihñu oración, xi canihñuu sacuaha xuta xi jo xcun jo hntsua me ta me vëhë ne, jemu meje sahmi me oración cahntsua yungun cojo sa hiscan sahmi cru ndiya të hiscan xi scuëë xuta me. Nguehe cuichjá cojo nuju ta ha vëhë ni chji sacu rë me."
